"VISION_DATA"
"DATA No","DATE","TIME","OLD_BATCH_NO1","OLD_BATCH_NO2","ƒ´∏ﬁ∂Û ¡æ«’ ∞·∞˙","¿Œº≠∆Æ NG »Æ¿Œ","∞®«’∫Œ ∞·∞˙","ƒ≥∫Ò∆º ∞·∞˙","¡¢√À∫Œ ∞∏_01","¡¢√À∫Œ ∞∏_02","¡¢√À∫Œ ∞∏_03","¡¢√À∫Œ ∞∏_04","¡¢√À∫Œ ∞∏_05","¡¢√À∫Œ ∞∏_06","¡¢√À∫Œ ∞∏_07","¡¢√À∫Œ ∞∏_08","¡¢√À∫Œ ∞∏_09","¡¢√À∫Œ ∞∏_10","¡¢√À∫Œ ∞∏_11","¡¢√À∫Œ ∞∏_12","¡¢√À∫Œ ∞∏_13","¡¢√À∫Œ ∞∏_14","¡¢√À∫Œ ∞∏_15","¡¢√À∫Œ ∞∏_16","¡¢√À∫Œ ∞∏_17","¡¢√À∫Œ ∞∏_18","¡¢√À∫Œ ∞∏_19","¡¢√À∫Œ ∞∏_20","¡¢√À∫Œ ∞∏_21","¡¢√À∫Œ ∞∏_22","¡¢√À∫Œ ∞∏_23","¡¢√À∫Œ ∞∏_24","¡¢√À∫Œ ∞∏_25","¡¢√À∫Œ ∞∏_26","¡¢√À∫Œ ∞∏_27","¡¢√À∫Œ ∞∏_28","¡¢√À∫Œ ∞∏_29","¡¢√À∫Œ ∞∏_30","¡¢√À∫Œ ∞∏_31","¡¢√À∫Œ ∞∏_32","¡¢√À∫Œ ∞∏_33","¡¢√À∫Œ ∞∏_34","¡¢√À∫Œ ∞∏_35","¡¢√À∫Œ ∞∏_36","¡¢√À∫Œ ∞∏_37","¡¢√À∫Œ ∞∏_38","¡¢√À∫Œ ∞∏_39","¡¢√À∫Œ ∞∏_40","¡¢√À∫Œ ∞∏_41","¡¢√À∫Œ ∞∏_42","¡¢√À∫Œ ∞∏_43","¡¢√À∫Œ ∞∏_44","¡¢√À∫Œ ∞∏_45","¡¢√À∫Œ ∞∏_46","¡¢√À∫Œ ∞∏_47","¡¢√À∫Œ ∞∏_48","¡¢√À∫Œ ∞∏_49","¡¢√À∫Œ ∞∏_50","¡¢√À∫Œ ∞∏_51","¡¢√À∫Œ ∞∏_52","¡¢√À∫Œ ∞∏_53","¡¢√À∫Œ ∞∏_54","¡¢√À∫Œ ∞∏_55","¡¢√À∫Œ ∞∏_56","¡¢√À∫Œ ∞∏_57","¡¢√À∫Œ ∞∏_58","¡¢√À∫Œ ∞∏_59","¡¢√À∫Œ ∞∏_60","¡¢√À∫Œ ∞∏_61","¡¢√À∫Œ ∞∏_62","¡¢√À∫Œ ∞∏_63","¡¢√À∫Œ ∞∏_64","¡¢√À∫Œ ∞∏_65","¡¢√À∫Œ ∞∏_66","¡¢√À∫Œ ∞∏_67","¡¢√À∫Œ ∞∏_68","¡¢√À∫Œ ∞∏_69","¡¢√À∫Œ ∞∏_70","¡¢√À∫Œ ∞∏_71","¡¢√À∫Œ ∞∏_72","¡¢√À∫Œ ∞∏_73","¡¢√À∫Œ ∞∏_74","¡¢√À∫Œ ∞∏_75","¡¢√À∫Œ ∞∏_76","¡¢√À∫Œ ∞∏_77","¡¢√À∫Œ ∞∏_78","≥ªø‹√¯ ∞®«’∫Œ_01","≥ªø‹√¯ ∞®«’∫Œ_02","≥ªø‹√¯ ∞®«’∫Œ_03","≥ªø‹√¯ ∞®«’∫Œ_04","≥ªø‹√¯ ∞®«’∫Œ_05","≥ªø‹√¯ ∞®«’∫Œ_06","≥ªø‹√¯ ∞®«’∫Œ_07","≥ªø‹√¯ ∞®«’∫Œ_08","≥ªø‹√¯ ∞®«’∫Œ_09","≥ªø‹√¯ ∞®«’∫Œ_10","≥ªø‹√¯ ∞®«’∫Œ_11","≥ªø‹√¯ ∞®«’∫Œ_12","≥ªø‹√¯ ∞®«’∫Œ_13","≥ªø‹√¯ ∞®«’∫Œ_14","≥ªø‹√¯ ∞®«’∫Œ_15","≥ªø‹√¯ ∞®«’∫Œ_16","≥ªø‹√¯ ∞®«’∫Œ_17","≥ªø‹√¯ ∞®«’∫Œ_18","≥ªø‹√¯ ∞®«’∫Œ_19","≥ªø‹√¯ ∞®«’∫Œ_20","≥ªø‹√¯ ∞®«’∫Œ_21","≥ªø‹√¯ ∞®«’∫Œ_22","≥ªø‹√¯ ∞®«’∫Œ_23","≥ªø‹√¯ ∞®«’∫Œ_24","≥ªø‹√¯ ∞®«’∫Œ_25","≥ªø‹√¯ ∞®«’∫Œ_26","≥ªø‹√¯ ∞®«’∫Œ_27","≥ªø‹√¯ ∞®«’∫Œ_28","≥ªø‹√¯ ∞®«’∫Œ_29","≥ªø‹√¯ ∞®«’∫Œ_30","≥ªø‹√¯ ∞®«’∫Œ_31","≥ªø‹√¯ ∞®«’∫Œ_32","≥ªø‹√¯ ∞®«’∫Œ_33","≥ªø‹√¯ ∞®«’∫Œ_34","≥ªø‹√¯ ∞®«’∫Œ_35","≥ªø‹√¯ ∞®«’∫Œ_36","≥ªø‹√¯ ∞®«’∫Œ_37","≥ªø‹√¯ ∞®«’∫Œ_38","≥ªø‹√¯ ∞®«’∫Œ_39","≥ªø‹√¯ ∞®«’∫Œ_40","≥ªø‹√¯ ∞®«’∫Œ_41","≥ªø‹√¯ ∞®«’∫Œ_42","≥ªø‹√¯ ∞®«’∫Œ_43","≥ªø‹√¯ ∞®«’∫Œ_44","≥ªø‹√¯ ∞®«’∫Œ_45","≥ªø‹√¯ ∞®«’∫Œ_46","≥ªø‹√¯ ∞®«’∫Œ_47","≥ªø‹√¯ ∞®«’∫Œ_48","≥ªø‹√¯ ∞®«’∫Œ_49","≥ªø‹√¯ ∞®«’∫Œ_50","≥ªø‹√¯ ∞®«’∫Œ_51","≥ªø‹√¯ ∞®«’∫Œ_52","≥ªø‹√¯ ∞®«’∫Œ_53","≥ªø‹√¯ ∞®«’∫Œ_54","≥ªø‹√¯ ∞®«’∫Œ_55","≥ªø‹√¯ ∞®«’∫Œ_56","≥ªø‹√¯ ∞®«’∫Œ_57","≥ªø‹√¯ ∞®«’∫Œ_58","≥ªø‹√¯ ∞®«’∫Œ_59","≥ªø‹√¯ ∞®«’∫Œ_60","≥ªø‹√¯ ∞®«’∫Œ_61","≥ªø‹√¯ ∞®«’∫Œ_62","≥ªø‹√¯ ∞®«’∫Œ_63","≥ªø‹√¯ ∞®«’∫Œ_64","≥ªø‹√¯ ∞®«’∫Œ_65","≥ªø‹√¯ ∞®«’∫Œ_66","≥ªø‹√¯ ∞®«’∫Œ_67","≥ªø‹√¯ ∞®«’∫Œ_68","≥ªø‹√¯ ∞®«’∫Œ_69","≥ªø‹√¯ ∞®«’∫Œ_70","≥ªø‹√¯ ∞®«’∫Œ_71","≥ªø‹√¯ ∞®«’∫Œ_72","≥ªø‹√¯ ∞®«’∫Œ_73","≥ªø‹√¯ ∞®«’∫Œ_74","≥ªø‹√¯ ∞®«’∫Œ_75","≥ªø‹√¯ ∞®«’∫Œ_76","≥ªø‹√¯ ∞®«’∫Œ_77","≥ªø‹√¯ ∞®«’∫Œ_78","»¶µÂ¥ŸøÓ ∞∏_01","»¶µÂ¥ŸøÓ ∞∏_02","DM60324","DM60326","DM60328","DM60330","DM60332","DM60334","DM60336","DM60338","DM60340","DM60342","DM60344","DM60346","DM60348","DM60350","DM60352","DM60354","DM60356","DM60358","DM60360","DM60362"
750,2022/07/23,23:01:25,"C227220027      ","N227216007      ",1,1,1,233,233,228,228,231,228,230,229,229,232,225,227,232,233,229,230,233,227,229,229,231,230,228,227,234,234,230,229,231,228,229,228,229,230,226,226,233,234,231,238,233,236,236,237,237,235,239,240,230,233,237,237,235,236,236,238,237,235,240,241,233,236,239,238,237,238,237,237,239,235,240,241,232,234,238,237,235,236,1120,1119,1119,1118,1117,1116,1116,1116,1114,1116,1116,1115,1115,1116,1114,1115,1116,1114,1116,1116,1117,1116,1116,1115,1113,1114,1114,1114,1114,1113,1114,1115,1114,1116,1117,1118,1118,1119,1120,685,686,686,688,682,686,684,682,681,689,692,687,680,682,682,684,679,682,683,681,679,685,688,683,676,679,679,682,679,682,682,681,678,687,691,687,681,684,685,1004,1002,0,"","?","","","","","?","","","","","W","","","",0,0,0,0,0
751,2022/07/23,23:01:26,"C227220027      ","N227216007      ",0,1,0,228,227,229,230,225,227,232,233,228,229,231,228,228,229,228,229,226,229,233,234,231,230,233,229,229,228,227,229,224,228,232,232,231,231,231,228,230,230,230,235,238,239,231,233,237,236,234,235,235,234,235,233,238,241,231,235,238,239,237,237,237,237,236,234,238,240,229,233,237,235,233,236,234,236,309,234,238,240,1120,1119,1116,1118,1117,1116,1115,1114,1113,1113,1111,1111,1112,1113,1112,1114,1114,1116,1114,1114,1113,1113,1113,1112,1112,1114,1113,1113,1113,1113,1113,1113,1115,1114,1115,1107,1116,1119,1120,688,685,680,687,690,685,678,680,680,681,678,681,681,676,676,683,685,682,674,676,678,679,676,681,679,678,676,685,687,683,677,679,680,682,680,745,683,682,683,990,990,0,"","?","","","","","?","","","","","X","","","",0,0,0,0,0
752,2022/07/23,23:01:26,"C227220027      ","N227216007      ",0,1,0,230,233,230,228,230,228,228,227,224,227,224,225,230,232,227,227,229,227,229,227,228,228,224,226,232,231,228,227,230,229,229,227,229,230,226,226,230,231,228,239,235,236,236,238,237,234,239,242,231,232,238,236,231,236,235,236,237,234,239,241,231,234,238,237,234,236,235,237,236,233,238,242,232,232,237,237,236,236,1117,1119,1116,1112,1114,1111,1113,1113,1110,1112,1111,1112,1111,1110,1110,1110,1109,1109,1109,1110,1110,1110,1109,1109,1109,1110,1109,1108,1108,1108,1108,1110,1112,1114,1113,1113,1114,1116,1117,682,686,685,686,681,685,684,680,678,686,690,684,678,681,680,681,676,680,678,676,673,682,686,679,674,676,676,678,674,678,678,677,675,683,687,684,678,681,685,1006,1003,0,"","?","","","","","?","","","","","U","","","",0,0,0,0,0
753,2022/07/23,23:01:26,"C227220027      ","N227216007      ",0,0,0,228,221,226,227,227,225,233,232,230,229,230,227,227,227,227,227,226,227,231,229,227,225,229,228,227,227,227,228,224,226,233,231,230,228,230,228,229,227,228,235,237,240,231,233,239,236,233,236,236,236,236,234,238,242,231,234,237,236,234,232,236,236,237,234,240,242,231,235,238,237,234,235,236,237,311,234,238,239,1119,1117,1118,1119,1115,1117,1115,1114,1114,1113,1113,1112,1112,1113,1113,1115,1113,1114,1114,1112,1111,1112,1113,1112,1113,1113,1113,1114,1115,1115,1114,1114,1115,1114,1116,1108,1117,1118,1118,689,686,682,690,691,687,680,681,682,681,679,683,682,678,677,683,688,685,678,681,681,683,679,682,683,678,677,685,688,684,677,681,682,684,680,617,685,682,682,1010,1005,0,"","?","","","","","?","","","","","V","","","",0,0,0,0,0
754,2022/07/23,23:01:27,"C227220027      ","N227216007      ",0,0,0,233,233,229,228,232,228,229,229,229,229,226,226,232,232,229,229,231,228,229,229,229,229,227,227,234,232,228,229,231,229,230,229,230,230,225,228,233,233,230,237,235,236,237,235,237,234,239,242,231,231,239,237,234,237,237,238,238,234,239,242,232,233,240,238,236,237,237,238,238,234,239,242,232,234,306,237,236,237,1120,1119,1119,1117,1116,1115,1114,1116,1116,1118,1113,1117,1115,1116,1116,1113,1116,1114,1115,1116,1115,1117,1115,1114,1113,1114,1113,1113,1115,1114,1115,1115,1116,1118,1118,1112,1119,1121,1121,684,685,685,685,681,685,684,681,679,688,690,686,680,682,682,683,679,682,684,681,678,686,689,683,675,678,679,682,678,682,682,680,678,687,690,622,681,683,686,1005,997,0,"","?","","","","","?","","","","","W","","","",0,0,0,0,0
755,2022/07/23,23:01:27,"C227220027      ","N227216007      ",0,0,0,229,226,227,227,221,225,222,232,228,229,230,228,228,227,227,229,224,227,231,231,229,230,230,228,227,227,227,229,226,226,232,231,231,230,231,229,228,229,228,234,238,241,231,234,237,237,234,235,236,236,236,234,238,241,232,235,239,239,237,239,237,239,237,235,238,240,231,234,238,238,234,236,236,238,307,235,237,240,1119,1119,1118,1119,1116,1115,1115,1113,1114,1113,1112,1112,1113,1112,1113,1114,1115,1116,1114,1114,1114,1114,1115,1112,1112,1113,1113,1115,1114,1114,1113,1114,1115,1115,1115,1107,1117,1116,1119,688,685,681,688,692,685,678,678,680,680,676,681,681,677,676,682,687,681,675,676,679,680,678,680,679,678,676,684,687,683,675,679,679,682,678,617,683,682,682,986,985,0,"","?","","","","","?","","","","","X","","","",0,0,0,0,0
756,2022/07/23,23:01:27,"C227220027      ","N227216007      ",0,1,0,232,233,229,228,224,228,226,225,227,227,223,223,232,231,228,227,229,224,227,226,227,229,223,224,229,230,226,226,229,226,228,227,228,228,224,225,230,232,228,239,236,236,237,236,238,235,239,242,231,234,239,237,235,236,236,238,237,235,239,243,232,234,239,239,236,236,237,238,236,234,239,243,232,234,239,238,236,236,1119,1119,1115,1114,1113,1111,1113,1114,1111,1114,1112,1112,1111,1112,1111,1110,1110,1107,1110,1110,1110,1112,1109,1110,1110,1109,1108,1110,1110,1109,1110,1111,1112,1114,1114,1115,1116,1116,1117,683,684,685,686,682,685,684,680,677,687,690,684,676,679,679,680,676,680,680,676,675,682,686,680,673,676,678,679,674,679,679,677,675,684,689,685,678,682,683,1008,1006,0,"","?","","","","","?","","","","","U","","","",0,0,0,0,0
757,2022/07/23,23:01:28,"C227220027      ","N227216007      ",1,1,1,229,227,228,228,225,225,231,232,228,227,229,227,227,227,227,227,224,225,232,231,229,226,230,228,228,227,227,229,221,225,232,233,228,228,230,228,229,229,228,235,239,241,231,234,239,237,234,236,236,237,237,234,239,241,230,233,237,237,234,236,236,236,237,234,239,241,230,233,239,237,235,236,235,237,237,233,239,240,1119,1119,1117,1118,1116,1116,1115,1113,1114,1112,1112,1113,1113,1113,1112,1113,1113,1113,1113,1113,1113,1111,1112,1111,1111,1113,1113,1114,1112,1114,1112,1114,1113,1112,1115,1115,1115,1117,1118,689,685,681,689,691,686,679,680,681,682,679,683,683,679,676,685,688,684,677,680,680,682,677,681,680,678,677,684,689,683,676,680,680,683,680,684,685,682,682,1009,1002,0,"","?","","","","","?","","","","","V","","","",0,0,0,0,0
758,2022/07/23,23:01:28,"C227220027      ","N227216007      ",0,0,0,233,231,229,227,230,227,229,229,228,227,226,226,232,231,227,227,230,229,229,228,229,229,226,227,232,232,227,228,231,227,229,228,228,228,225,226,233,235,230,238,235,236,237,236,237,235,239,241,230,234,236,236,234,236,235,237,236,234,238,240,233,232,239,238,235,240,237,237,238,235,240,242,230,233,311,238,236,236,1120,1119,1118,1116,1116,1114,1115,1116,1116,1117,1115,1115,1115,1115,1114,1112,1114,1113,1114,1115,1114,1116,1116,1114,1113,1114,1113,1113,1114,1113,1114,1115,1116,1118,1118,1112,1119,1120,1120,684,686,686,686,682,686,685,681,680,689,691,687,680,682,683,683,680,682,683,681,678,686,690,684,677,680,680,682,679,682,683,680,679,689,692,624,681,684,685,1006,1000,0,"","?","","","","","?","","","","","W","","","",0,0,0,0,0
759,2022/07/23,23:01:28,"C227220027      ","N227216007      ",0,0,0,230,227,228,229,226,225,231,232,229,228,230,229,229,228,227,229,222,227,232,232,230,230,231,225,229,227,227,230,225,225,233,232,231,229,232,231,230,229,228,234,238,240,231,233,239,237,234,236,235,236,236,233,239,242,232,237,239,240,238,239,239,238,238,235,239,241,230,233,238,236,235,237,236,236,310,234,238,239,1120,1119,1118,1118,1117,1117,1115,1114,1113,1112,1113,1111,1112,1113,1113,1114,1115,1115,1115,1114,1113,1113,1114,1111,1112,1114,1112,1115,1112,1113,1114,1114,1114,1114,1115,1110,1117,1118,1118,688,684,681,687,689,684,677,680,679,680,677,679,680,676,675,682,686,681,675,677,677,679,676,679,678,677,675,683,686,684,675,679,679,681,679,743,683,681,681,984,989,0,"","?","","","","","?","","","","","X","","","",0,0,0,0,0
760,2022/07/23,23:01:28,"C227220027      ","N227216007      ",0,1,0,232,233,229,225,227,229,228,228,227,228,223,226,231,232,227,226,230,229,227,227,227,229,219,224,232,232,226,228,231,227,229,229,229,227,225,226,231,232,229,239,235,237,238,238,238,234,238,242,232,234,238,237,235,236,236,239,238,236,237,243,232,235,238,237,236,237,236,238,237,235,238,242,232,235,239,240,234,237,1118,1118,1115,1115,1112,1113,1111,1112,1112,1114,1111,1112,1111,1112,1111,1109,1110,1109,1109,1109,1110,1112,1109,1111,1109,1110,1110,1108,1110,1110,1109,1111,1111,1112,1113,1115,1116,1115,1117,682,684,685,685,681,683,683,679,678,685,688,684,676,679,678,680,675,678,678,676,673,682,686,680,673,675,677,678,674,678,677,676,675,683,686,683,677,680,683,1006,1001,0,"","?","","","","","?","","","","","U","","","",0,0,0,0,0
761,2022/07/23,23:01:29,"C227220027      ","N227216007      ",0,0,0,229,227,228,227,224,224,231,231,228,227,231,228,227,228,228,228,225,226,231,231,227,228,230,228,227,226,228,230,225,226,231,232,229,228,230,229,229,229,228,235,237,241,230,232,236,236,233,234,236,234,235,233,237,240,230,232,237,235,233,234,236,236,237,233,239,240,228,232,237,236,233,234,234,237,311,233,237,239,1119,1117,1116,1118,1116,1116,1116,1113,1113,1113,1111,1111,1112,1111,1111,1113,1113,1113,1112,1111,1112,1112,1113,1111,1112,1114,1113,1113,1114,1114,1112,1114,1114,1114,1115,1107,1116,1117,1118,688,684,681,690,693,688,680,681,681,682,679,681,683,679,677,684,688,684,679,680,682,682,679,682,682,678,678,686,690,685,677,681,682,685,681,745,686,683,683,1006,1001,0,"","?","","","","","?","","","","","V","","","",0,0,0,0,0
762,2022/07/23,23:01:29,"C227220027      ","N227216007      ",1,1,1,234,234,230,229,231,229,231,228,228,230,226,228,233,232,230,229,232,230,230,229,230,231,226,227,234,233,230,229,232,230,227,228,230,230,227,226,232,234,230,238,235,235,237,238,238,234,238,241,232,234,238,238,235,236,237,238,238,236,238,243,232,233,239,238,235,238,237,237,237,234,239,242,232,234,238,238,236,235,1120,1119,1117,1117,1116,1115,1114,1114,1116,1117,1115,1117,1115,1115,1115,1114,1115,1114,1115,1115,1116,1117,1115,1114,1112,1113,1113,1113,1114,1112,1114,1115,1115,1116,1117,1119,1117,1119,1120,683,686,685,686,681,684,683,680,679,686,690,686,679,680,682,682,679,681,682,680,678,686,690,683,676,678,679,681,678,681,683,680,677,686,690,687,680,683,685,1005,998,0,"","?","","","","","?","","","","","W","","","",0,0,0,0,0
763,2022/07/23,23:01:29,"C227220027      ","N227216007      ",0,0,0,226,228,228,228,226,227,233,234,228,229,231,226,228,228,228,229,225,227,232,232,230,227,230,229,229,227,228,229,226,227,233,233,231,230,233,228,231,228,230,236,240,241,232,235,237,239,237,236,237,238,237,236,240,242,233,236,239,240,240,239,238,239,237,235,239,241,233,235,240,239,236,237,238,240,311,236,241,242,1121,1120,1118,1119,1117,1115,1116,1115,1112,1113,1114,1111,1114,1114,1113,1114,1115,1115,1114,1115,1114,1113,1115,1111,1113,1114,1113,1115,1114,1114,1113,1114,1114,1113,1115,1109,1116,1118,1120,690,683,680,688,688,683,675,677,679,679,676,680,680,677,674,681,686,680,674,675,678,679,676,679,679,678,675,681,686,681,673,676,677,678,675,617,680,680,679,987,992,0,"","?","","","","","?","","","","","X","","","",0,0,0,0,0
764,2022/07/23,23:01:30,"C227220027      ","N227216007      ",0,1,0,233,232,227,227,230,229,227,227,228,228,224,225,230,231,226,226,229,228,228,227,227,228,223,226,229,233,229,227,231,227,229,228,229,229,225,227,229,230,227,240,237,237,239,239,237,236,240,243,234,234,240,239,236,237,238,238,239,236,241,243,234,235,239,239,237,238,237,239,238,236,240,242,233,235,239,239,236,237,1120,1116,1116,1115,1113,1112,1113,1113,1113,1115,1111,1113,1112,1112,1111,1110,1110,1109,1110,1111,1110,1112,1110,1111,1110,1111,1110,1110,1110,1109,1110,1111,1111,1114,1114,1114,1116,1116,1117,681,684,684,685,680,684,683,679,676,685,687,683,676,678,678,679,676,678,678,675,672,681,684,678,672,674,675,677,672,677,676,673,673,682,686,682,676,680,682,1005,997,0,"","?","","","","","?","","","","","U","","","",0,0,0,0,0
765,2022/07/23,23:01:30,"C227220027      ","N227216007      ",0,1,0,228,228,228,225,225,223,233,232,227,226,229,228,227,227,227,229,223,226,231,231,225,227,230,229,228,227,227,230,224,226,232,232,229,227,230,228,230,228,228,236,238,240,231,235,237,237,234,236,237,237,237,233,238,241,231,235,238,238,235,236,237,236,238,236,240,241,232,235,238,239,234,237,237,237,313,235,239,240,1119,1118,1117,1116,1118,1116,1116,1115,1113,1113,1113,1112,1111,1113,1113,1113,1113,1114,1114,1113,1112,1113,1113,1113,1113,1113,1114,1115,1114,1115,1115,1115,1115,1116,1116,1111,1117,1118,1118,688,685,681,688,691,687,678,681,681,683,679,682,682,678,677,683,687,683,676,679,681,682,679,681,680,677,676,685,688,684,678,680,681,683,680,738,684,682,683,1007,1003,0,"","?","","","","","?","","","","","V","","","",0,0,0,0,0
766,2022/07/23,23:01:30,"C227220027      ","N227216007      ",0,0,0,230,232,230,230,230,227,230,228,228,228,220,225,234,231,230,228,230,230,231,230,229,229,227,227,229,232,230,228,232,228,230,229,229,230,227,226,231,232,228,238,236,237,237,238,238,235,239,242,233,234,239,236,235,237,237,237,237,235,237,241,233,235,239,238,236,237,237,238,237,236,240,241,234,237,314,240,237,238,1122,1120,1119,1118,1117,1115,1116,1115,1116,1117,1115,1116,1115,1115,1115,1114,1115,1114,1115,1114,1115,1116,1116,1114,1114,1114,1114,1114,1115,1114,1115,1117,1116,1118,1117,1113,1120,1120,1121,684,685,685,686,682,685,685,682,680,688,690,687,679,681,682,683,679,682,684,680,678,684,688,683,676,678,679,682,679,682,682,680,679,686,690,622,680,681,682,1005,1000,0,"","?","","","","","?","","","","","W","","","",0,0,0,0,0
767,2022/07/23,23:01:31,"C227220027      ","N227216007      ",0,0,0,230,225,230,229,223,227,231,233,229,230,231,229,230,229,228,229,225,229,233,235,231,229,232,230,229,228,229,230,224,227,234,234,230,231,232,229,230,230,229,236,239,240,232,235,238,238,236,236,235,238,237,234,239,243,232,236,239,239,239,238,238,238,237,234,239,241,231,234,238,238,236,237,237,239,312,234,239,241,1120,1118,1118,1119,1117,1117,1116,1115,1113,1113,1113,1112,1112,1113,1114,1114,1115,1116,1114,1114,1114,1113,1114,1111,1112,1113,1114,1114,1114,1113,1114,1115,1114,1115,1116,1109,1117,1119,1121,687,683,678,688,688,684,677,678,679,679,675,679,679,675,673,682,685,680,674,676,677,677,675,679,679,676,674,682,685,681,674,677,678,680,678,615,684,680,680,986,992,0,"","?","","","","","?","","","","","X","","","",0,0,0,0,0
768,2022/07/23,23:01:31,"C227220027      ","N227216007      ",0,1,0,233,233,228,228,230,229,227,226,226,228,224,225,231,231,227,227,231,224,228,227,227,228,224,224,229,231,230,228,230,229,228,229,229,227,223,225,230,231,226,238,235,237,236,238,238,235,239,242,232,234,238,238,235,236,237,239,238,237,239,243,233,235,238,238,236,236,237,237,238,234,238,242,233,235,238,237,235,236,1119,1119,1116,1114,1114,1113,1113,1113,1112,1114,1112,1112,1112,1111,1110,1109,1111,1107,1109,1110,1110,1112,1110,1111,1110,1110,1110,1109,1109,1110,1109,1111,1112,1114,1113,1115,1116,1116,1116,683,685,685,686,681,685,684,680,677,685,688,683,677,679,679,679,676,680,679,676,674,683,685,680,674,676,676,678,675,678,679,676,675,684,687,685,679,682,683,1008,1003,0,"","?","","","","","?","","","","","U","","","",0,0,0,0,0
769,2022/07/23,23:01:31,"C227220027      ","N227216007      ",1,1,1,231,230,230,229,226,226,233,232,230,227,231,227,229,228,226,228,226,228,233,233,229,229,233,229,230,230,229,231,226,224,232,233,229,230,231,230,229,230,227,235,239,241,232,233,238,236,234,237,235,236,236,234,238,239,231,234,238,237,235,233,236,237,237,233,239,241,232,233,238,237,234,235,235,236,236,233,238,239,1119,1118,1118,1117,1116,1116,1115,1115,1114,1111,1113,1112,1112,1113,1112,1113,1113,1114,1114,1113,1111,1112,1113,1111,1111,1113,1113,1114,1113,1111,1114,1114,1114,1114,1115,1114,1116,1117,1118,687,681,679,687,689,685,677,679,680,681,678,681,680,677,676,682,685,683,677,679,679,680,676,679,679,677,675,683,686,683,676,679,680,682,679,684,684,680,680,1007,1003,0,"","?","","","","","?","","","","","V","","","",0,0,0,0,0
770,2022/07/23,23:01:32,"C227220027      ","N227216007      ",0,1,0,235,234,231,229,232,230,230,229,229,229,223,227,234,233,231,231,232,230,230,230,229,231,227,227,232,233,230,230,231,230,230,230,230,231,226,228,234,235,231,239,236,237,237,238,237,235,239,242,233,234,238,237,237,237,237,238,238,236,240,241,233,235,238,235,236,237,236,237,237,234,239,240,233,237,312,240,236,237,1122,1121,1119,1117,1117,1115,1116,1117,1117,1118,1116,1117,1115,1116,1115,1115,1114,1115,1115,1117,1116,1117,1116,1114,1111,1114,1114,1113,1113,1113,1114,1116,1116,1119,1119,1113,1119,1120,1120,682,685,685,686,682,685,684,681,679,687,689,685,678,681,681,681,677,681,682,679,678,685,688,684,677,679,679,682,678,682,682,681,679,685,688,745,679,682,683,1001,997,0,"","?","","","","","?","","","","","W","","","",0,0,0,0,0
771,2022/07/23,23:01:32,"C227220027      ","N227216007      ",0,0,0,230,228,228,230,221,228,226,234,229,229,229,226,223,228,228,228,222,228,234,232,230,230,231,229,228,228,227,229,226,227,233,234,231,230,231,229,230,227,229,234,238,241,232,234,239,238,236,235,236,237,237,235,240,242,233,235,239,239,237,239,238,238,237,235,238,242,232,234,238,238,235,236,237,238,311,236,241,242,1119,1119,1118,1119,1116,1118,1116,1115,1114,1113,1114,1112,1113,1114,1113,1115,1115,1115,1114,1114,1114,1114,1114,1112,1113,1114,1113,1115,1113,1114,1114,1115,1115,1115,1116,1110,1117,1120,1120,686,682,679,687,689,684,677,678,680,680,676,679,680,677,675,682,685,680,673,677,678,678,676,678,680,677,674,682,685,682,675,678,679,680,677,617,682,681,680,987,988,0,"","?","","","","","?","","","","","X","","","",0,0,0,0,0
772,2022/07/23,23:01:32,"C227220027      ","N227216007      ",0,1,0,233,233,228,225,229,229,226,227,228,227,224,223,230,231,227,227,229,228,228,227,227,228,225,225,231,231,228,228,230,228,229,228,229,228,226,225,230,231,227,239,237,237,238,239,238,236,241,242,234,235,238,238,235,236,238,239,236,237,240,242,233,235,240,237,236,238,238,238,237,235,240,241,233,235,238,238,237,237,1119,1117,1116,1116,1115,1110,1113,1113,1111,1113,1111,1112,1112,1110,1110,1110,1110,1107,1110,1111,1109,1110,1110,1111,1109,1109,1110,1110,1110,1109,1110,1112,1111,1114,1114,1114,1115,1117,1119,682,684,684,686,681,684,684,679,676,685,688,684,676,678,678,679,675,679,678,676,674,681,684,679,672,675,676,677,673,678,677,676,674,682,686,684,676,679,682,1010,1004,0,"","?","","","","","?","","","","","U","","","",0,0,0,0,0
773,2022/07/23,23:01:33,"C227220027      ","N227216007      ",1,1,1,229,227,228,227,226,224,232,233,226,224,227,226,227,225,227,228,224,226,232,232,228,228,228,228,227,227,226,229,227,225,233,233,230,229,231,227,229,228,229,235,238,240,231,233,237,237,234,235,236,236,236,233,238,240,231,234,237,237,234,236,236,237,236,234,240,240,231,234,238,238,234,236,235,237,236,233,238,240,1119,1119,1118,1118,1116,1116,1116,1115,1114,1113,1113,1111,1112,1112,1113,1114,1112,1113,1114,1114,1113,1112,1113,1112,1112,1113,1112,1114,1114,1114,1114,1114,1114,1114,1115,1113,1114,1116,1118,688,684,682,690,691,688,679,681,683,684,679,683,683,680,678,684,687,684,678,680,681,683,678,681,681,678,676,684,687,684,676,679,680,683,680,684,684,682,680,1005,1004,0,"","?","","","","","?","","","","","V","","","",0,0,0,0,0
