"VISION_DATA"
"DATA No","DATE","TIME","OLD_BATCH_NO1","OLD_BATCH_NO2","ƒ´∏ﬁ∂Û ¡æ«’ ∞·∞˙","¿Œº≠∆Æ NG »Æ¿Œ","∞®«’∫Œ ∞·∞˙","ƒ≥∫Ò∆º ∞·∞˙","¡¢√À∫Œ ∞∏_01","¡¢√À∫Œ ∞∏_02","¡¢√À∫Œ ∞∏_03","¡¢√À∫Œ ∞∏_04","¡¢√À∫Œ ∞∏_05","¡¢√À∫Œ ∞∏_06","¡¢√À∫Œ ∞∏_07","¡¢√À∫Œ ∞∏_08","¡¢√À∫Œ ∞∏_09","¡¢√À∫Œ ∞∏_10","¡¢√À∫Œ ∞∏_11","¡¢√À∫Œ ∞∏_12","¡¢√À∫Œ ∞∏_13","¡¢√À∫Œ ∞∏_14","¡¢√À∫Œ ∞∏_15","¡¢√À∫Œ ∞∏_16","¡¢√À∫Œ ∞∏_17","¡¢√À∫Œ ∞∏_18","¡¢√À∫Œ ∞∏_19","¡¢√À∫Œ ∞∏_20","¡¢√À∫Œ ∞∏_21","¡¢√À∫Œ ∞∏_22","¡¢√À∫Œ ∞∏_23","¡¢√À∫Œ ∞∏_24","¡¢√À∫Œ ∞∏_25","¡¢√À∫Œ ∞∏_26","¡¢√À∫Œ ∞∏_27","¡¢√À∫Œ ∞∏_28","¡¢√À∫Œ ∞∏_29","¡¢√À∫Œ ∞∏_30","¡¢√À∫Œ ∞∏_31","¡¢√À∫Œ ∞∏_32","¡¢√À∫Œ ∞∏_33","¡¢√À∫Œ ∞∏_34","¡¢√À∫Œ ∞∏_35","¡¢√À∫Œ ∞∏_36","¡¢√À∫Œ ∞∏_37","¡¢√À∫Œ ∞∏_38","¡¢√À∫Œ ∞∏_39","¡¢√À∫Œ ∞∏_40","¡¢√À∫Œ ∞∏_41","¡¢√À∫Œ ∞∏_42","¡¢√À∫Œ ∞∏_43","¡¢√À∫Œ ∞∏_44","¡¢√À∫Œ ∞∏_45","¡¢√À∫Œ ∞∏_46","¡¢√À∫Œ ∞∏_47","¡¢√À∫Œ ∞∏_48","¡¢√À∫Œ ∞∏_49","¡¢√À∫Œ ∞∏_50","¡¢√À∫Œ ∞∏_51","¡¢√À∫Œ ∞∏_52","¡¢√À∫Œ ∞∏_53","¡¢√À∫Œ ∞∏_54","¡¢√À∫Œ ∞∏_55","¡¢√À∫Œ ∞∏_56","¡¢√À∫Œ ∞∏_57","¡¢√À∫Œ ∞∏_58","¡¢√À∫Œ ∞∏_59","¡¢√À∫Œ ∞∏_60","¡¢√À∫Œ ∞∏_61","¡¢√À∫Œ ∞∏_62","¡¢√À∫Œ ∞∏_63","¡¢√À∫Œ ∞∏_64","¡¢√À∫Œ ∞∏_65","¡¢√À∫Œ ∞∏_66","¡¢√À∫Œ ∞∏_67","¡¢√À∫Œ ∞∏_68","¡¢√À∫Œ ∞∏_69","¡¢√À∫Œ ∞∏_70","¡¢√À∫Œ ∞∏_71","¡¢√À∫Œ ∞∏_72","¡¢√À∫Œ ∞∏_73","¡¢√À∫Œ ∞∏_74","¡¢√À∫Œ ∞∏_75","¡¢√À∫Œ ∞∏_76","¡¢√À∫Œ ∞∏_77","¡¢√À∫Œ ∞∏_78","≥ªø‹√¯ ∞®«’∫Œ_01","≥ªø‹√¯ ∞®«’∫Œ_02","≥ªø‹√¯ ∞®«’∫Œ_03","≥ªø‹√¯ ∞®«’∫Œ_04","≥ªø‹√¯ ∞®«’∫Œ_05","≥ªø‹√¯ ∞®«’∫Œ_06","≥ªø‹√¯ ∞®«’∫Œ_07","≥ªø‹√¯ ∞®«’∫Œ_08","≥ªø‹√¯ ∞®«’∫Œ_09","≥ªø‹√¯ ∞®«’∫Œ_10","≥ªø‹√¯ ∞®«’∫Œ_11","≥ªø‹√¯ ∞®«’∫Œ_12","≥ªø‹√¯ ∞®«’∫Œ_13","≥ªø‹√¯ ∞®«’∫Œ_14","≥ªø‹√¯ ∞®«’∫Œ_15","≥ªø‹√¯ ∞®«’∫Œ_16","≥ªø‹√¯ ∞®«’∫Œ_17","≥ªø‹√¯ ∞®«’∫Œ_18","≥ªø‹√¯ ∞®«’∫Œ_19","≥ªø‹√¯ ∞®«’∫Œ_20","≥ªø‹√¯ ∞®«’∫Œ_21","≥ªø‹√¯ ∞®«’∫Œ_22","≥ªø‹√¯ ∞®«’∫Œ_23","≥ªø‹√¯ ∞®«’∫Œ_24","≥ªø‹√¯ ∞®«’∫Œ_25","≥ªø‹√¯ ∞®«’∫Œ_26","≥ªø‹√¯ ∞®«’∫Œ_27","≥ªø‹√¯ ∞®«’∫Œ_28","≥ªø‹√¯ ∞®«’∫Œ_29","≥ªø‹√¯ ∞®«’∫Œ_30","≥ªø‹√¯ ∞®«’∫Œ_31","≥ªø‹√¯ ∞®«’∫Œ_32","≥ªø‹√¯ ∞®«’∫Œ_33","≥ªø‹√¯ ∞®«’∫Œ_34","≥ªø‹√¯ ∞®«’∫Œ_35","≥ªø‹√¯ ∞®«’∫Œ_36","≥ªø‹√¯ ∞®«’∫Œ_37","≥ªø‹√¯ ∞®«’∫Œ_38","≥ªø‹√¯ ∞®«’∫Œ_39","≥ªø‹√¯ ∞®«’∫Œ_40","≥ªø‹√¯ ∞®«’∫Œ_41","≥ªø‹√¯ ∞®«’∫Œ_42","≥ªø‹√¯ ∞®«’∫Œ_43","≥ªø‹√¯ ∞®«’∫Œ_44","≥ªø‹√¯ ∞®«’∫Œ_45","≥ªø‹√¯ ∞®«’∫Œ_46","≥ªø‹√¯ ∞®«’∫Œ_47","≥ªø‹√¯ ∞®«’∫Œ_48","≥ªø‹√¯ ∞®«’∫Œ_49","≥ªø‹√¯ ∞®«’∫Œ_50","≥ªø‹√¯ ∞®«’∫Œ_51","≥ªø‹√¯ ∞®«’∫Œ_52","≥ªø‹√¯ ∞®«’∫Œ_53","≥ªø‹√¯ ∞®«’∫Œ_54","≥ªø‹√¯ ∞®«’∫Œ_55","≥ªø‹√¯ ∞®«’∫Œ_56","≥ªø‹√¯ ∞®«’∫Œ_57","≥ªø‹√¯ ∞®«’∫Œ_58","≥ªø‹√¯ ∞®«’∫Œ_59","≥ªø‹√¯ ∞®«’∫Œ_60","≥ªø‹√¯ ∞®«’∫Œ_61","≥ªø‹√¯ ∞®«’∫Œ_62","≥ªø‹√¯ ∞®«’∫Œ_63","≥ªø‹√¯ ∞®«’∫Œ_64","≥ªø‹√¯ ∞®«’∫Œ_65","≥ªø‹√¯ ∞®«’∫Œ_66","≥ªø‹√¯ ∞®«’∫Œ_67","≥ªø‹√¯ ∞®«’∫Œ_68","≥ªø‹√¯ ∞®«’∫Œ_69","≥ªø‹√¯ ∞®«’∫Œ_70","≥ªø‹√¯ ∞®«’∫Œ_71","≥ªø‹√¯ ∞®«’∫Œ_72","≥ªø‹√¯ ∞®«’∫Œ_73","≥ªø‹√¯ ∞®«’∫Œ_74","≥ªø‹√¯ ∞®«’∫Œ_75","≥ªø‹√¯ ∞®«’∫Œ_76","≥ªø‹√¯ ∞®«’∫Œ_77","≥ªø‹√¯ ∞®«’∫Œ_78","»¶µÂ¥ŸøÓ ∞∏_01","»¶µÂ¥ŸøÓ ∞∏_02","DM60324","DM60326","DM60328","DM60330","DM60332","DM60334","DM60336","DM60338","DM60340","DM60342","DM60344","DM60346","DM60348","DM60350","DM60352","DM60354","DM60356","DM60358","DM60360","DM60362"
66,2022/07/22,18:33:10,"C227220031      ","N227204016      ",1,1,1,225,218,226,221,222,231,226,240,232,221,224,219,220,226,226,220,229,231,225,240,235,226,227,222,224,222,224,222,230,232,229,242,236,225,225,223,223,230,225,255,259,261,250,249,254,251,250,254,251,257,256,254,258,262,252,250,254,254,251,252,250,252,251,249,253,258,246,247,252,253,248,249,249,251,256,250,257,259,1117,1118,1118,1119,1119,1118,1116,1117,1116,1114,1116,1114,1115,1116,1115,1116,1117,1116,1115,1114,1114,1114,1114,1113,1114,1114,1115,1116,1116,1115,1115,1115,1114,1116,1116,1115,1116,1116,1115,658,656,649,667,671,664,662,663,659,666,657,662,662,656,653,668,668,664,662,660,659,664,660,666,665,658,658,673,670,664,656,659,662,667,662,663,665,654,655,994,980,1,"","4","","","","","D","","","","","P","","","",0,0,0,0,0
67,2022/07/22,18:33:10,"C227220031      ","N227204016      ",1,1,1,228,245,239,219,230,229,222,222,225,226,225,233,227,240,236,229,230,225,230,225,228,225,228,232,230,242,236,224,234,224,230,231,232,225,228,233,233,233,229,248,249,249,249,249,250,249,252,238,233,232,238,238,237,238,238,248,247,245,249,249,247,245,252,254,252,252,254,253,255,253,253,258,254,255,256,259,256,257,1124,1124,1124,1122,1122,1122,1121,1121,1120,1122,1122,1122,1121,1120,1119,1117,1120,1119,1119,1120,1119,1122,1120,1120,1119,1119,1119,1119,1118,1119,1119,1119,1118,1122,1121,1119,1119,1120,1119,668,668,667,673,669,671,668,664,678,685,688,683,680,680,679,677,668,670,668,665,665,673,676,667,662,661,662,662,658,666,663,656,655,664,667,665,653,653,661,998,992,1,"","4","","","","","E","","","","","P","","","",0,0,0,0,0
68,2022/07/22,18:33:10,"C227220031      ","N227204016      ",1,1,1,230,236,219,216,226,231,228,241,227,221,227,222,225,223,224,225,225,232,229,241,236,222,223,223,226,226,226,224,220,232,228,240,237,231,232,228,229,230,226,251,255,250,247,246,251,252,252,251,247,251,251,249,253,254,246,251,254,253,251,255,250,253,252,251,255,259,247,247,254,254,256,257,255,257,258,255,260,264,1117,1117,1116,1117,1116,1116,1115,1113,1113,1113,1112,1111,1111,1111,1111,1112,1112,1113,1111,1110,1111,1110,1111,1110,1110,1112,1112,1113,1113,1113,1112,1113,1113,1113,1115,1114,1114,1115,1115,659,658,661,673,673,664,660,659,667,675,666,672,669,666,665,672,665,659,656,657,654,660,654,659,656,652,654,667,668,661,656,651,651,656,653,658,655,653,652,996,998,1,"","4","","","","","F","","","","","P","","","",0,0,0,0,0
69,2022/07/22,18:33:11,"C227220031      ","N227204016      ",0,0,0,230,232,227,227,229,225,225,225,226,225,229,235,227,244,239,233,236,232,234,232,231,227,228,232,236,240,233,234,234,230,233,230,227,227,230,234,232,232,228,235,233,234,233,235,236,234,239,242,229,230,235,236,234,235,234,250,251,249,254,257,244,246,247,249,248,251,250,252,252,251,248,251,244,248,-2147483648,252,252,252,1118,1118,1116,1116,1116,1115,1114,1115,1116,1118,1116,1117,1116,1117,1116,1115,1117,1116,1117,1118,1117,1118,1117,1118,1117,1117,1115,1117,1118,1116,1117,1118,1119,1119,1120,1112,1120,1119,1118,686,687,689,691,687,692,688,684,673,685,687,680,681,681,679,680,665,671,666,663,663,673,679,676,667,667,667,671,665,670,667,669,669,677,681,615,662,660,664,997,998,1,"","4","","","","","G","","","","","P","","","",0,0,0,0,0
70,2022/07/22,18:33:11,"C227220031      ","N227204016      ",1,1,1,233,232,234,231,227,229,237,237,240,233,239,235,238,237,227,231,232,235,238,243,239,231,238,232,236,229,230,230,233,237,235,241,237,228,226,223,225,224,226,246,251,247,245,247,249,250,250,247,248,249,251,249,254,248,247,247,249,250,249,251,250,253,247,244,251,256,245,244,250,252,237,240,240,243,243,241,247,254,1125,1126,1127,1128,1126,1127,1126,1126,1126,1126,1126,1125,1125,1125,1126,1127,1126,1125,1124,1124,1124,1124,1124,1123,1124,1124,1125,1126,1125,1126,1125,1124,1124,1125,1125,1124,1125,1125,1125,681,678,674,686,690,684,674,675,674,675,670,676,672,668,668,676,682,675,670,669,669,673,667,677,675,671,668,676,684,675,665,679,682,684,679,685,683,678,673,1008,997,1,"","4","","","","","H","","","","","N","","","",0,0,0,0,0
71,2022/07/22,18:33:11,"C227220031      ","N227204016      ",1,1,1,243,245,241,228,242,238,240,235,229,224,237,237,229,244,241,233,231,228,230,229,231,229,227,236,231,244,241,234,243,235,239,240,239,235,235,235,239,239,236,238,238,238,237,239,238,237,241,256,250,246,253,254,252,254,250,248,251,247,252,248,247,245,246,246,244,247,245,247,248,247,254,255,249,243,254,257,252,253,1126,1126,1125,1124,1124,1121,1123,1123,1123,1125,1123,1124,1122,1122,1121,1121,1122,1120,1121,1121,1121,1123,1121,1123,1123,1124,1123,1123,1124,1123,1124,1124,1123,1126,1126,1126,1126,1126,1127,677,678,678,684,679,680,679,675,660,668,675,667,664,664,663,668,676,678,679,677,672,681,688,674,669,671,668,674,667,674,672,664,664,673,685,674,665,669,672,999,991,1,"","4","","","","","A","","","","","P","","","",0,0,0,0,0
72,2022/07/22,18:33:12,"C227220031      ","N227204016      ",1,1,1,236,235,228,232,232,230,236,236,235,234,238,234,234,234,233,230,230,230,235,236,233,233,239,235,235,236,233,226,235,235,234,239,234,234,237,233,236,234,236,249,254,257,248,247,252,251,248,246,246,250,250,247,253,256,247,240,248,248,247,248,246,247,252,249,255,260,249,249,255,256,252,255,254,254,257,256,259,263,1124,1125,1125,1126,1125,1126,1124,1123,1124,1124,1125,1123,1124,1125,1124,1125,1124,1124,1122,1124,1124,1125,1125,1124,1125,1125,1125,1127,1126,1127,1125,1127,1126,1126,1126,1125,1126,1126,1127,672,668,664,678,682,680,672,674,677,679,671,676,676,672,669,681,688,682,673,674,677,678,672,672,671,665,663,677,678,674,663,670,670,673,670,670,667,667,662,1009,988,1,"","4","","","","","B","","","","","P","","","",0,0,0,0,0
73,2022/07/22,18:33:12,"C227220031      ","N227204016      ",1,1,1,225,242,239,235,241,235,237,237,236,230,232,231,239,240,236,235,237,233,236,235,234,234,234,225,230,232,228,228,230,227,228,230,230,228,228,228,231,232,228,252,251,253,252,252,255,252,257,253,246,243,249,249,246,248,243,253,252,249,255,259,248,247,237,239,237,239,237,239,241,239,250,252,242,243,248,251,248,249,1121,1122,1122,1121,1120,1119,1119,1119,1119,1120,1120,1120,1119,1119,1117,1116,1118,1116,1117,1118,1118,1119,1118,1115,1115,1115,1115,1115,1115,1114,1113,1117,1116,1118,1117,1117,1117,1117,1117,662,663,662,667,665,664,663,659,660,672,678,672,668,670,667,671,663,666,664,661,655,669,671,689,681,683,683,685,682,683,681,670,670,680,682,679,669,672,674,997,994,1,"","4","","","","","C","","","","","P","","","",0,0,0,0,0
74,2022/07/22,18:33:12,"C227220031      ","N227204016      ",1,1,1,220,232,224,221,227,233,226,240,225,221,223,220,220,222,225,220,222,231,226,239,235,221,227,220,223,222,225,222,224,232,228,240,231,225,226,224,223,222,225,257,259,263,253,251,255,254,253,256,255,258,259,257,260,263,254,252,256,255,252,256,253,254,253,249,254,259,247,248,255,255,250,251,250,253,256,252,258,262,1118,1117,1119,1121,1121,1117,1117,1118,1116,1115,1115,1115,1116,1116,1115,1117,1117,1117,1116,1115,1115,1115,1116,1114,1114,1116,1115,1118,1116,1116,1116,1115,1116,1116,1116,1116,1117,1117,1116,656,656,649,666,670,662,659,660,659,664,657,659,662,657,651,667,670,662,662,659,658,664,660,665,666,659,658,672,670,662,661,659,663,667,661,662,664,658,654,996,974,1,"","4","","","","","D","","","","","P","","","",0,0,0,0,0
75,2022/07/22,18:33:13,"C227220031      ","N227204016      ",0,0,0,228,244,238,222,225,229,229,229,226,222,226,234,228,241,235,230,230,226,231,227,228,224,224,232,228,242,239,225,234,226,231,232,230,225,226,235,232,234,230,247,247,249,250,250,250,248,252,239,232,232,238,237,238,240,240,249,248,246,249,250,246,245,253,254,254,254,256,256,254,255,255,260,255,256,-2147483648,261,258,257,1124,1124,1124,1123,1123,1121,1122,1122,1122,1122,1122,1122,1120,1120,1120,1120,1119,1119,1119,1120,1118,1120,1120,1120,1119,1119,1120,1119,1119,1118,1119,1119,1120,1121,1121,-2147483648,1120,1120,1120,669,669,669,670,669,672,669,665,679,687,690,683,680,679,678,676,667,670,667,666,664,671,676,667,660,660,660,662,657,664,661,656,654,663,667,617,653,653,659,1002,989,1,"","4","","","","","E","","","","","P","","","",0,0,0,0,0
76,2022/07/22,18:33:13,"C227220031      ","N227204016      ",0,0,0,232,232,219,218,227,232,228,241,227,225,228,223,224,223,224,224,220,231,229,241,236,221,222,225,226,223,225,223,226,233,229,239,237,228,229,230,231,227,228,252,254,251,248,248,250,253,252,251,247,251,250,250,253,252,247,250,254,254,251,255,252,255,253,253,257,258,248,248,253,253,255,257,255,257,303,255,260,260,1118,1117,1116,1117,1116,1115,1114,1113,1112,1111,1111,1110,1110,1110,1109,1111,1110,1110,1109,1108,1108,1108,1109,1109,1109,1110,1110,1112,1112,1112,1111,1111,1113,1113,1115,1106,1115,1115,1115,658,656,661,671,672,664,658,657,666,672,664,670,668,664,663,670,662,657,653,652,650,658,650,658,651,652,652,664,666,660,656,650,652,656,653,619,656,654,653,993,996,1,"","4","","","","","F","","","","","J","","","",0,0,0,0,0
77,2022/07/22,18:33:13,"C227220031      ","N227204016      ",1,1,1,234,232,228,227,228,226,226,227,229,221,224,234,236,243,237,232,236,231,235,232,226,231,228,233,235,239,236,234,235,232,235,231,226,227,228,234,229,232,227,237,236,237,235,238,237,235,240,243,231,231,237,237,236,237,236,252,252,250,253,257,245,247,249,250,249,251,250,252,254,253,249,253,243,247,251,252,252,254,1119,1118,1118,1117,1116,1115,1114,1116,1117,1118,1116,1117,1115,1117,1115,1114,1117,1116,1116,1116,1117,1118,1117,1117,1117,1117,1117,1117,1118,1117,1118,1118,1118,1120,1119,1119,1118,1120,1119,683,686,687,690,684,689,687,682,673,684,687,678,678,679,678,678,664,669,665,662,662,671,678,674,665,666,666,670,665,669,664,668,669,676,681,672,663,661,664,989,998,1,"","4","","","","","G","","","","","P","","","",0,0,0,0,0
78,2022/07/22,18:33:13,"C227220031      ","N227204016      ",1,1,1,236,232,234,231,227,228,237,237,240,239,239,236,238,238,229,230,230,238,237,244,240,238,239,235,238,238,233,229,233,237,238,241,237,233,232,227,228,225,226,248,252,246,249,247,251,252,253,249,249,251,254,252,257,259,249,248,251,253,252,254,252,254,249,248,253,258,247,246,252,255,239,241,241,244,244,243,248,253,1125,1126,1127,1127,1126,1127,1125,1126,1125,1124,1125,1124,1125,1124,1125,1126,1125,1125,1124,1124,1124,1124,1123,1123,1124,1124,1125,1126,1126,1125,1125,1125,1125,1125,1126,1125,1126,1126,1125,678,675,672,682,689,683,671,671,672,673,668,671,668,663,662,673,680,672,668,667,666,669,663,674,671,668,664,674,682,673,662,677,681,683,678,683,681,676,670,1010,1001,1,"","4","","","","","H","","","","","P","","","",0,0,0,0,0
79,2022/07/22,18:33:14,"C227220031      ","N227204016      ",0,1,1,243,245,241,237,241,237,240,239,229,233,238,237,244,245,241,239,233,230,231,229,230,229,227,238,230,245,239,238,243,236,239,240,240,237,235,236,238,239,236,240,238,239,237,239,240,238,242,251,253,248,252,253,251,254,250,249,251,247,252,247,246,245,246,247,242,245,245,248,248,248,253,256,250,245,253,257,253,255,1125,1125,1125,1123,1123,1123,1123,1123,1122,1123,1123,1123,1122,1123,1121,1122,1121,1119,1120,1120,1120,1120,1120,1122,1122,1122,1122,1122,1123,1123,1124,1124,1124,1126,1126,1125,1125,1125,1126,677,678,678,682,678,679,677,675,658,665,674,667,664,665,662,667,674,676,676,675,671,679,687,673,668,671,669,673,665,673,670,665,664,672,684,674,664,668,672,997,991,1,"","4","","","","","A","","","","","P","","","",0,0,0,0,0
80,2022/07/22,18:33:14,"C227220031      ","N227204016      ",0,0,0,236,235,238,233,231,230,236,238,235,234,238,233,235,234,233,230,229,229,238,236,232,235,235,234,235,235,236,233,234,235,234,239,236,235,237,234,237,234,232,249,253,257,248,247,252,251,251,247,246,250,251,247,252,256,248,242,249,249,248,248,247,249,253,250,255,261,249,249,256,255,252,255,254,254,313,256,259,264,1125,1126,1125,1127,1125,1125,1124,1125,1124,1123,1124,1124,1124,1125,1123,1125,1124,1124,1124,1124,1124,1124,1124,1123,1124,1125,1125,1126,1127,1126,1125,1127,1125,1126,1126,1119,1126,1125,1126,672,669,663,679,682,679,671,671,676,678,671,674,675,671,668,680,688,681,672,674,676,677,673,671,671,666,663,675,677,672,663,669,669,673,669,621,666,665,661,1004,990,1,"","4","","","","","B","","","","","P","","","",0,0,0,0,0
81,2022/07/22,18:33:14,"C227220031      ","N227204016      ",1,1,1,229,244,240,236,242,236,238,240,230,230,232,231,240,240,238,235,236,234,236,235,230,227,233,226,232,231,228,227,231,227,229,230,232,228,227,228,231,231,228,253,252,252,255,253,254,253,257,252,246,245,249,248,247,250,245,253,253,250,255,259,248,249,238,240,238,240,238,240,242,241,250,252,243,244,249,252,249,251,1122,1120,1121,1124,1122,1119,1119,1119,1119,1121,1119,1120,1119,1118,1118,1117,1118,1116,1117,1117,1117,1118,1118,1115,1115,1115,1114,1114,1116,1114,1115,1115,1116,1117,1116,1117,1116,1117,1117,663,662,662,666,665,664,663,659,659,672,676,671,669,669,667,671,663,665,663,659,656,668,669,688,678,681,681,685,681,680,679,669,667,678,682,678,665,670,673,998,997,1,"","4","","","","","C","","","","","Q","","","",0,0,0,0,0
82,2022/07/22,18:33:15,"C227220031      ","N227204016      ",1,1,1,230,226,231,219,222,232,226,241,225,219,223,220,221,226,225,220,226,230,226,240,236,222,227,222,223,223,227,221,225,232,231,241,230,225,226,224,224,229,228,257,260,260,253,251,256,255,252,256,257,258,261,257,260,255,256,251,256,256,253,256,253,254,253,252,255,259,247,250,256,256,251,251,250,253,257,252,258,262,1118,1118,1118,1120,1119,1118,1118,1117,1116,1115,1116,1116,1116,1115,1116,1118,1117,1116,1115,1115,1115,1115,1114,1114,1115,1114,1115,1116,1117,1116,1115,1114,1115,1115,1116,1115,1116,1116,1115,656,654,651,666,668,661,660,661,660,664,657,660,660,654,653,668,667,663,659,659,656,663,658,665,662,658,654,672,670,662,656,657,661,666,659,659,661,652,651,994,978,1,"","4","","","","","D","","","","","P","","","",0,0,0,0,0
83,2022/07/22,18:33:15,"C227220031      ","N227204016      ",1,1,1,231,246,240,224,225,222,229,229,228,225,225,234,226,240,235,228,229,225,230,226,230,225,227,234,229,242,239,224,233,228,230,235,231,226,225,231,232,228,228,250,249,250,249,251,251,251,256,240,234,234,239,238,239,240,239,249,249,247,252,250,247,247,252,255,253,256,256,255,255,254,256,260,256,256,258,260,258,257,1124,1123,1124,1123,1122,1123,1123,1121,1121,1123,1121,1122,1119,1119,1118,1117,1119,1120,1120,1119,1119,1119,1121,1119,1118,1119,1119,1119,1118,1116,1117,1118,1119,1120,1121,1120,1118,1119,1119,667,668,667,670,668,671,668,662,678,685,687,682,680,679,677,676,667,669,668,663,665,672,674,665,661,661,659,661,656,662,657,654,653,661,664,663,653,652,659,1002,989,1,"","4","","","","","E","","","","","P","","","",0,0,0,0,0
84,2022/07/22,18:33:15,"C227220031      ","N227204016      ",1,1,1,240,237,222,218,222,231,229,243,227,224,226,224,226,225,226,226,226,233,229,241,236,223,227,225,226,224,226,224,227,231,229,239,237,228,229,224,230,233,227,251,254,251,249,249,252,254,253,253,248,253,252,251,253,254,249,250,254,255,253,256,254,256,253,253,257,258,249,249,254,256,257,258,256,257,260,257,261,263,1118,1117,1117,1119,1117,1117,1115,1115,1113,1112,1113,1110,1111,1111,1110,1113,1111,1111,1110,1110,1110,1110,1110,1110,1110,1111,1110,1113,1113,1113,1112,1112,1113,1113,1114,1112,1115,1114,1115,658,657,659,670,674,664,658,658,666,673,665,671,666,664,664,669,664,658,654,654,651,657,650,658,653,652,652,664,665,660,656,648,650,655,653,657,653,651,650,995,995,1,"","4","","","","","F","","","","","P","","","",0,0,0,0,0
85,2022/07/22,18:33:16,"C227220031      ","N227204016      ",1,1,1,232,233,227,228,229,226,228,228,230,225,229,237,227,243,240,232,236,231,235,233,227,227,228,232,240,241,236,235,234,231,235,233,227,227,230,235,230,233,229,239,237,237,236,238,238,236,240,244,231,233,237,238,236,237,237,251,253,251,254,260,246,247,248,250,249,252,251,253,254,254,250,253,244,249,251,252,252,254,1119,1119,1119,1116,1118,1115,1117,1117,1116,1117,1117,1118,1116,1117,1116,1114,1117,1116,1116,1116,1116,1118,1117,1117,1116,1117,1117,1118,1118,1117,1118,1118,1117,1119,1120,1121,1119,1119,1119,684,685,688,689,684,690,687,683,672,683,685,678,678,678,678,678,664,670,664,661,661,671,678,674,665,665,665,669,664,667,664,667,667,676,679,672,661,661,663,997,999,1,"","4","","","","","G","","","","","P","","","",0,0,0,0,0
86,2022/07/22,18:33:16,"C227220031      ","N227204016      ",1,1,1,235,234,235,233,228,230,237,236,242,238,240,237,238,233,229,230,235,239,237,246,241,234,241,235,238,238,233,233,234,237,237,242,238,230,231,226,227,228,228,248,251,254,248,247,249,251,251,248,249,251,252,251,254,247,248,247,251,251,250,253,251,253,247,246,250,257,246,245,252,255,238,241,240,242,243,241,247,254,1127,1127,1127,1129,1127,1128,1126,1126,1126,1126,1126,1126,1125,1124,1125,1126,1126,1126,1124,1124,1124,1124,1124,1123,1124,1125,1125,1127,1125,1126,1125,1125,1125,1125,1126,1125,1125,1126,1126,679,678,674,684,690,684,673,674,675,674,670,674,669,665,664,673,679,671,669,669,667,669,665,673,672,668,664,673,681,673,664,679,680,682,678,683,681,675,671,1010,1000,1,"","4","","","","","H","","","","","Q","","","",0,0,0,0,0
87,2022/07/22,18:33:16,"C227220031      ","N227204016      ",1,1,1,231,245,241,235,242,239,240,240,229,230,237,236,237,244,238,233,231,229,230,229,230,229,227,237,236,246,241,239,242,238,239,241,240,238,234,236,240,240,236,239,237,238,237,239,239,238,242,253,250,249,253,253,251,254,251,248,250,247,252,248,246,245,245,246,242,245,244,247,248,247,253,253,249,245,252,256,254,255,1125,1125,1124,1124,1124,1122,1123,1123,1123,1124,1123,1123,1121,1121,1122,1121,1121,1120,1121,1121,1120,1121,1121,1123,1123,1123,1123,1123,1123,1123,1124,1124,1125,1127,1126,1126,1126,1127,1127,677,678,678,684,678,679,678,674,658,667,672,667,663,664,662,666,676,678,678,675,671,683,688,673,668,672,668,673,666,674,671,664,664,673,685,674,665,667,671,1000,988,1,"","4","","","","","A","","","","","P","","","",0,0,0,0,0
88,2022/07/22,18:33:17,"C227220031      ","N227204016      ",0,0,0,235,236,238,232,230,229,233,238,234,232,238,233,233,233,233,230,230,229,235,237,233,235,236,234,236,235,236,234,235,234,235,240,236,235,238,235,237,236,237,250,254,257,246,247,252,251,249,246,246,249,252,248,252,256,246,242,249,249,247,249,247,249,253,251,257,261,248,250,255,256,254,256,254,255,316,256,260,264,1126,1126,1126,1128,1126,1126,1124,1125,1125,1125,1126,1124,1125,1125,1124,1125,1124,1126,1125,1125,1125,1125,1125,1124,1126,1126,1126,1128,1127,1127,1126,1128,1126,1126,1128,1121,1127,1127,1127,673,667,663,680,681,679,671,672,676,679,671,674,675,671,668,681,687,682,673,676,676,678,672,672,670,667,664,678,678,674,663,667,668,675,669,620,667,666,662,1007,990,1,"","4","","","","","B","","","","","B","","","",0,0,0,0,0
89,2022/07/22,18:33:17,"C227220031      ","N227204016      ",1,1,1,244,245,241,236,242,237,239,237,238,230,231,233,227,242,239,235,238,234,236,234,232,228,235,226,233,234,230,227,231,227,230,231,232,229,226,227,232,233,229,253,251,252,250,255,255,253,258,257,245,243,248,250,247,249,244,252,253,251,255,249,248,247,238,239,239,239,236,239,241,240,249,252,243,245,247,251,247,248,1121,1121,1122,1120,1123,1122,1119,1120,1119,1120,1119,1119,1119,1117,1117,1116,1118,1116,1117,1116,1118,1119,1118,1115,1116,1117,1115,1114,1116,1114,1115,1116,1117,1118,1117,1117,1117,1118,1117,663,664,663,667,665,665,663,659,659,672,678,671,667,669,667,670,662,664,662,658,655,669,670,688,679,681,682,685,681,681,680,670,669,680,682,679,668,672,674,1001,996,1,"","4","","","","","C","","","","","P","","","",0,0,0,0,0
