"VISION2_DATA"
"DATA No","DATE","TIME","OLD_BATCH_NO1","OLD_BATCH_NO2","카메라 종합 결과","평탄도 결과","VISION2_DATA_01","VISION2_DATA_02","VISION2_DATA_03","VISION2_DATA_04","VISION2_DATA_05","VISION2_DATA_06","VISION2_DATA_07","VISION2_DATA_08","VISION2_DATA_09","VISION2_DATA_10","VISION2_DATA_11","VISION2_DATA_12","VISION2_DATA_13","VISION2_DATA_14","VISION2_DATA_15","VISION2_DATA_16","VISION2_DATA_17","VISION2_DATA_18","VISION2_DATA_19","VISION2_DATA_20","VISION2_DATA_21","VISION2_DATA_22","VISION2_DATA_23","VISION2_DATA_24","VISION2_DATA_25","VISION2_DATA_26","VISION2_DATA_27","VISION2_DATA_28","VISION2_DATA_29","VISION2_DATA_30","VISION2_DATA_31","VISION2_DATA_32","VISION2_DATA_33","VISION2_DATA_34","VISION2_DATA_35","VISION2_DATA_36","VISION2_DATA_37","VISION2_DATA_38","VISION2_DATA_39","VISION2_DATA_40","VISION2_DATA_41","VISION2_DATA_42","VISION2_DATA_43","VISION2_DATA_44","VISION2_DATA_45","VISION2_DATA_46","VISION2_DATA_47","VISION2_DATA_48","VISION2_DATA_49","VISION2_DATA_50","VISION2_DATA_51","VISION2_DATA_52","VISION2_DATA_53","VISION2_DATA_54","VISION2_DATA_55","VISION2_DATA_56","VISION2_DATA_57","VISION2_DATA_58","VISION2_DATA_59","VISION2_DATA_60","VISION2_DATA_61","VISION2_DATA_62","VISION2_DATA_63","VISION2_DATA_64","VISION2_DATA_65","VISION2_DATA_66","VISION2_DATA_67","VISION2_DATA_68","VISION2_DATA_69","VISION2_DATA_70","VISION2_DATA_71","VISION2_DATA_72","VISION2_DATA_73","VISION2_DATA_74","VISION2_DATA_75","VISION2_DATA_76","VISION2_DATA_77","VISION2_DATA_78","VISION2_DATA_79","VISION2_DATA_80","VISION2_DATA_81","VISION2_DATA_82","VISION2_DATA_83","VISION2_DATA_84","VISION2_DATA_85","VISION2_DATA_86","VISION2_DATA_87","VISION2_DATA_88","VISION2_DATA_89","VISION2_DATA_90","VISION2_DATA_91","VISION2_DATA_92","VISION2_DATA_93","VISION2_DATA_94","VISION2_DATA_95","VISION2_DATA_96","VISION2_DATA_97","VISION2_DATA_98","VISION2_DATA_99","VISION2_DATA_100","VISION2_DATA_101","VISION2_DATA_102","VISION2_DATA_103","VISION2_DATA_104","VISION2_DATA_105","VISION2_DATA_106","VISION2_DATA_107","VISION2_DATA_108","VISION2_DATA_109","VISION2_DATA_110","VISION2_DATA_111","VISION2_DATA_112","VISION2_DATA_113","VISION2_DATA_114","VISION2_DATA_115","VISION2_DATA_116","VISION2_DATA_117","VISION2_DATA_118","VISION2_DATA_119","VISION2_DATA_120","VISION2_DATA_121","VISION2_DATA_122","VISION2_DATA_123","VISION2_DATA_124","VISION2_DATA_125","VISION2_DATA_126","VISION2_DATA_127","VISION2_DATA_128","VISION2_DATA_129","VISION2_DATA_130","VISION2_DATA_131","VISION2_DATA_132","VISION2_DATA_133","VISION2_DATA_134","VISION2_DATA_135","VISION2_DATA_136","VISION2_DATA_137","VISION2_DATA_138","VISION2_DATA_139","VISION2_DATA_140","VISION2_DATA_141","VISION2_DATA_142","VISION2_DATA_143","VISION2_DATA_144","VISION2_DATA_145","VISION2_DATA_146","VISION2_DATA_147","VISION2_DATA_148","VISION2_DATA_149","VISION2_DATA_150","VISION2_DATA_151","VISION2_DATA_152","VISION2_DATA_153","VISION2_DATA_154","VISION2_DATA_155","VISION2_DATA_156","VISION2_DATA_157","VISION2_DATA_158","VISION2_DATA_159","VISION2_DATA_160","VISION2_DATA_161","VISION2_DATA_162","VISION2_DATA_163","VISION2_DATA_164","VISION2_DATA_165","VISION2_DATA_166","VISION2_DATA_167","VISION2_DATA_168","VISION2_DATA_169","VISION2_DATA_170","VISION2_DATA_171","VISION2_DATA_172","VISION2_DATA_173","VISION2_DATA_174","VISION2_DATA_175","VISION2_DATA_176","VISION2_DATA_177","VISION2_DATA_178","VISION2_DATA_179","VISION2_DATA_180","VISION2_DATA_181","VISION2_DATA_182"
10,2022/07/22,18:34:27,"C227220031      ","N227204016      ",1,1,14,16,20,25,28,31,29,32,35,35,37,38,40,40,42,42,43,44,44,44,41,43,44,43,43,44,37,38,39,38,36,32,29,25,24,25,14,11,11,17,5,7,10,12,15,17,19,21,22,26,25,28,28,30,31,32,33,34,33,35,34,35,37,36,38,39,35,36,32,30,28,29,24,23,21,16,13,9,5,0,-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,2022/07/22,18:34:27,"C227220031      ","N227204016      ",1,1,12,15,16,20,22,24,23,25,27,28,28,29,29,30,30,30,29,30,30,28,26,28,29,29,29,26,23,25,26,27,24,24,22,18,16,19,8,6,9,16,6,18,21,24,27,29,31,31,33,35,35,37,39,38,38,39,38,38,40,39,37,38,40,38,38,39,33,34,34,31,31,30,28,24,22,18,17,12,10,5,-28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,2022/07/22,18:34:28,"C227220031      ","N227204016      ",1,1,2,5,7,9,12,13,14,14,15,15,17,18,19,17,19,18,17,16,18,16,14,14,15,15,14,15,13,12,13,12,11,8,6,5,6,6,0,-5,-2,20,3,16,18,19,20,21,24,27,28,28,30,31,30,32,32,33,30,31,31,32,30,29,27,28,27,27,25,23,24,21,22,22,21,17,13,11,7,10,5,2,-19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,2022/07/22,18:34:29,"C227220031      ","N227204016      ",1,1,-4,-2,0,0,5,6,1,4,5,6,7,6,7,7,6,8,8,7,9,6,6,7,5,8,9,7,6,5,8,8,8,6,4,0,2,4,-4,-5,-2,10,0,11,12,14,15,17,18,19,19,22,24,23,24,24,24,25,25,23,25,26,25,25,24,24,25,26,23,23,23,24,22,24,21,19,18,14,13,11,7,4,-24,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,2022/07/22,18:34:29,"C227220031      ","N227204016      ",1,1,4,5,9,10,12,12,13,15,15,17,19,19,18,18,18,18,18,18,20,19,16,18,17,19,17,17,16,14,15,14,13,11,9,4,5,6,-1,-7,-4,20,1,11,13,12,14,16,16,15,15,17,18,16,16,17,17,18,16,18,19,20,18,17,20,17,18,20,19,18,15,14,16,15,12,12,6,4,5,2,2,-3,-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,2022/07/22,18:34:30,"C227220031      ","N227204016      ",1,1,2,3,6,8,9,9,7,9,11,11,13,13,13,14,13,14,12,13,14,13,10,13,15,13,14,13,9,10,12,12,12,10,9,7,6,7,1,-2,0,13,-1,5,6,8,9,11,12,10,12,14,15,14,12,12,13,13,15,14,14,16,16,15,16,14,14,14,14,13,12,10,10,11,9,8,6,4,4,3,-3,-6,-25,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,2022/07/22,18:34:30,"C227220031      ","N227204016      ",1,1,6,10,12,14,16,18,16,20,21,21,23,23,23,24,25,23,23,24,26,24,22,24,23,23,23,22,20,21,22,21,21,19,17,13,13,16,4,1,3,15,5,6,9,9,11,12,14,14,15,17,19,17,18,16,20,20,18,18,19,22,19,20,20,17,18,18,14,13,13,10,10,12,10,7,6,2,0,-3,-5,-10,-28,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,2022/07/22,18:34:30,"C227220031      ","N227204016      ",1,1,14,16,19,22,25,27,24,27,30,29,32,32,31,33,34,30,32,32,33,30,28,27,28,26,26,25,24,22,24,21,20,18,16,12,13,13,6,0,4,21,7,13,15,17,20,20,24,24,26,27,26,28,28,31,30,31,29,30,30,34,29,33,30,30,29,32,26,23,25,22,20,21,20,16,15,13,12,6,2,-1,-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,2022/07/22,18:34:31,"C227220031      ","N227204016      ",1,1,-1,-1,1,4,7,7,6,8,10,9,11,12,13,12,12,12,12,10,13,11,9,11,11,12,8,10,8,6,8,7,6,5,2,-1,1,3,-6,-8,-7,13,-3,13,14,15,20,16,20,18,21,23,26,24,27,29,28,31,31,29,29,31,31,32,31,27,31,31,25,22,22,19,19,25,17,11,12,6,4,-3,-3,-8,-20,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,2022/07/22,18:34:31,"C227220031      ","N227204016      ",1,1,-1,1,3,3,6,8,5,7,9,8,11,10,10,10,12,12,11,12,12,12,11,13,12,13,14,12,11,12,13,15,14,11,10,9,9,10,3,0,3,13,4,0,0,3,4,5,8,8,8,12,9,10,11,13,10,11,13,12,11,14,14,12,10,11,11,11,8,8,8,8,10,9,8,7,7,6,2,0,-2,-6,-26,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,2022/07/22,18:34:31,"C227220031      ","N227204016      ",1,1,5,7,9,13,14,16,14,16,18,18,20,21,20,19,20,21,21,20,22,21,18,22,22,23,21,21,19,21,22,22,22,19,17,16,16,19,10,5,8,16,12,8,10,11,13,15,16,16,17,17,18,18,18,21,18,20,20,18,21,23,21,20,22,20,21,21,19,19,18,18,17,17,15,12,11,10,6,5,-1,-4,-24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,2022/07/22,18:34:32,"C227220031      ","N227204016      ",1,1,11,12,15,20,23,25,25,27,30,30,33,34,35,34,36,35,38,37,39,37,35,36,36,36,35,34,33,30,30,32,29,26,22,17,17,17,9,3,7,16,1,11,13,15,19,21,23,24,25,27,27,30,31,31,31,33,34,36,36,38,38,37,38,37,38,37,36,34,32,30,30,28,26,23,21,17,15,11,6,0,-20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,2022/07/22,18:34:32,"C227220031      ","N227204016      ",0,0,13,16,19,23,25,27,26,29,31,32,33,35,35,35,36,36,36,37,39,38,36,38,36,38,37,36,33,33,35,35,33,31,29,25,26,26,16,13,13,18,10,19,23,26,28,31,33,33,35,37,39,39,41,41,41,42,41,42,44,45,41,44,46,44,43,43,39,39,39,37,36,36,32,29,29,24,21,16,15,12,-25,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,2022/07/22,18:34:33,"C227220031      ","N227204016      ",1,1,2,2,5,8,9,10,8,9,12,10,12,12,11,11,11,11,11,9,10,8,4,6,7,6,5,6,5,4,6,5,5,2,0,-3,-1,0,-7,-9,-8,14,0,13,14,15,16,19,18,17,17,20,19,20,17,19,19,19,18,15,18,19,17,18,20,16,12,19,13,10,15,16,16,11,11,12,12,9,10,7,6,2,-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
