"VISION2_DATA"
"DATA No","DATE","TIME","OLD_BATCH_NO1","OLD_BATCH_NO2","카메라 종합 결과","평탄도 결과","VISION2_DATA_01","VISION2_DATA_02","VISION2_DATA_03","VISION2_DATA_04","VISION2_DATA_05","VISION2_DATA_06","VISION2_DATA_07","VISION2_DATA_08","VISION2_DATA_09","VISION2_DATA_10","VISION2_DATA_11","VISION2_DATA_12","VISION2_DATA_13","VISION2_DATA_14","VISION2_DATA_15","VISION2_DATA_16","VISION2_DATA_17","VISION2_DATA_18","VISION2_DATA_19","VISION2_DATA_20","VISION2_DATA_21","VISION2_DATA_22","VISION2_DATA_23","VISION2_DATA_24","VISION2_DATA_25","VISION2_DATA_26","VISION2_DATA_27","VISION2_DATA_28","VISION2_DATA_29","VISION2_DATA_30","VISION2_DATA_31","VISION2_DATA_32","VISION2_DATA_33","VISION2_DATA_34","VISION2_DATA_35","VISION2_DATA_36","VISION2_DATA_37","VISION2_DATA_38","VISION2_DATA_39","VISION2_DATA_40","VISION2_DATA_41","VISION2_DATA_42","VISION2_DATA_43","VISION2_DATA_44","VISION2_DATA_45","VISION2_DATA_46","VISION2_DATA_47","VISION2_DATA_48","VISION2_DATA_49","VISION2_DATA_50","VISION2_DATA_51","VISION2_DATA_52","VISION2_DATA_53","VISION2_DATA_54","VISION2_DATA_55","VISION2_DATA_56","VISION2_DATA_57","VISION2_DATA_58","VISION2_DATA_59","VISION2_DATA_60","VISION2_DATA_61","VISION2_DATA_62","VISION2_DATA_63","VISION2_DATA_64","VISION2_DATA_65","VISION2_DATA_66","VISION2_DATA_67","VISION2_DATA_68","VISION2_DATA_69","VISION2_DATA_70","VISION2_DATA_71","VISION2_DATA_72","VISION2_DATA_73","VISION2_DATA_74","VISION2_DATA_75","VISION2_DATA_76","VISION2_DATA_77","VISION2_DATA_78","VISION2_DATA_79","VISION2_DATA_80","VISION2_DATA_81","VISION2_DATA_82","VISION2_DATA_83","VISION2_DATA_84","VISION2_DATA_85","VISION2_DATA_86","VISION2_DATA_87","VISION2_DATA_88","VISION2_DATA_89","VISION2_DATA_90","VISION2_DATA_91","VISION2_DATA_92","VISION2_DATA_93","VISION2_DATA_94","VISION2_DATA_95","VISION2_DATA_96","VISION2_DATA_97","VISION2_DATA_98","VISION2_DATA_99","VISION2_DATA_100","VISION2_DATA_101","VISION2_DATA_102","VISION2_DATA_103","VISION2_DATA_104","VISION2_DATA_105","VISION2_DATA_106","VISION2_DATA_107","VISION2_DATA_108","VISION2_DATA_109","VISION2_DATA_110","VISION2_DATA_111","VISION2_DATA_112","VISION2_DATA_113","VISION2_DATA_114","VISION2_DATA_115","VISION2_DATA_116","VISION2_DATA_117","VISION2_DATA_118","VISION2_DATA_119","VISION2_DATA_120","VISION2_DATA_121","VISION2_DATA_122","VISION2_DATA_123","VISION2_DATA_124","VISION2_DATA_125","VISION2_DATA_126","VISION2_DATA_127","VISION2_DATA_128","VISION2_DATA_129","VISION2_DATA_130","VISION2_DATA_131","VISION2_DATA_132","VISION2_DATA_133","VISION2_DATA_134","VISION2_DATA_135","VISION2_DATA_136","VISION2_DATA_137","VISION2_DATA_138","VISION2_DATA_139","VISION2_DATA_140","VISION2_DATA_141","VISION2_DATA_142","VISION2_DATA_143","VISION2_DATA_144","VISION2_DATA_145","VISION2_DATA_146","VISION2_DATA_147","VISION2_DATA_148","VISION2_DATA_149","VISION2_DATA_150","VISION2_DATA_151","VISION2_DATA_152","VISION2_DATA_153","VISION2_DATA_154","VISION2_DATA_155","VISION2_DATA_156","VISION2_DATA_157","VISION2_DATA_158","VISION2_DATA_159","VISION2_DATA_160","VISION2_DATA_161","VISION2_DATA_162","VISION2_DATA_163","VISION2_DATA_164","VISION2_DATA_165","VISION2_DATA_166","VISION2_DATA_167","VISION2_DATA_168","VISION2_DATA_169","VISION2_DATA_170","VISION2_DATA_171","VISION2_DATA_172","VISION2_DATA_173","VISION2_DATA_174","VISION2_DATA_175","VISION2_DATA_176","VISION2_DATA_177","VISION2_DATA_178","VISION2_DATA_179","VISION2_DATA_180","VISION2_DATA_181","VISION2_DATA_182"
10,2022/07/23,22:58:19,"C227220027      ","N227216007      ",1,1,8,10,12,14,18,20,19,20,22,22,25,26,24,25,26,26,25,25,28,24,24,26,26,25,25,24,22,24,24,23,22,18,17,14,16,15,8,4,6,19,3,21,22,23,27,30,32,32,34,38,40,40,41,42,41,42,43,43,43,44,42,42,45,44,43,43,42,42,40,41,40,38,35,35,34,32,28,26,23,21,11,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,2022/07/23,22:58:20,"C227220027      ","N227216007      ",1,1,15,17,19,24,25,29,25,27,29,29,32,33,33,32,34,34,34,33,34,32,31,33,32,31,30,31,28,26,28,30,25,24,22,18,18,19,9,7,9,19,0,22,24,26,29,32,34,33,37,41,42,42,44,45,44,44,45,45,45,46,45,46,46,45,44,45,43,44,45,42,42,43,42,41,36,33,32,30,27,22,11,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,2022/07/23,22:58:20,"C227220027      ","N227216007      ",1,1,10,13,15,18,20,22,20,21,24,24,27,29,28,28,30,28,30,29,29,31,28,30,29,30,28,29,25,27,28,28,27,25,23,20,21,22,12,9,11,19,8,18,22,24,25,30,29,31,35,38,40,40,42,43,41,42,43,44,44,45,43,44,47,44,47,43,43,44,42,44,44,42,39,37,35,34,31,29,27,22,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,2022/07/23,22:58:20,"C227220027      ","N227216007      ",1,1,11,11,14,18,20,22,21,23,25,24,26,27,27,25,27,28,26,28,28,27,25,26,26,27,25,24,22,23,22,23,19,18,15,12,11,12,4,1,4,17,-1,25,28,29,32,35,35,36,39,42,43,45,44,44,46,44,47,46,46,48,47,46,47,47,47,49,45,47,44,44,45,44,40,40,37,36,36,32,29,25,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,2022/07/23,22:58:22,"C227220027      ","N227216007      ",1,1,21,24,25,29,32,33,32,34,35,35,37,37,38,36,39,37,37,38,38,35,34,36,36,34,34,32,31,30,32,31,27,27,25,21,20,20,11,8,9,27,0,24,26,30,33,35,37,37,42,43,44,45,44,45,47,46,47,47,47,48,47,44,48,47,46,48,44,44,43,43,42,42,41,39,37,31,30,29,26,20,12,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,2022/07/23,22:58:22,"C227220027      ","N227216007      ",1,1,7,8,12,13,15,17,14,15,17,18,20,21,20,21,20,22,21,21,22,21,18,20,21,21,20,19,18,18,20,19,18,16,14,11,11,12,3,2,3,16,2,18,23,24,27,28,30,31,33,37,39,40,40,41,41,41,41,41,42,45,42,40,44,42,43,42,42,41,39,39,39,38,34,33,33,31,29,26,24,19,10,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,2022/07/23,22:58:22,"C227220027      ","N227216007      ",1,1,14,16,19,24,25,26,25,28,29,30,32,32,33,31,33,33,32,31,30,29,27,27,28,28,27,24,22,23,22,23,21,19,16,12,13,13,3,1,4,17,-2,24,27,29,34,38,39,39,41,47,45,46,46,47,44,47,48,48,47,47,45,44,44,42,44,43,41,41,39,37,37,37,35,35,34,33,29,26,24,21,6,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,2022/07/23,22:58:23,"C227220027      ","N227216007      ",1,1,7,10,12,16,18,20,20,22,23,24,26,26,26,26,27,26,27,25,28,25,24,25,25,25,24,23,21,22,21,21,20,17,16,11,12,14,5,2,4,16,2,25,26,29,33,35,37,39,41,43,46,46,46,47,48,47,48,48,50,51,47,47,49,46,48,46,47,45,40,43,43,42,39,37,35,33,31,27,27,21,14,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,2022/07/23,22:58:23,"C227220027      ","N227216007      ",1,1,6,7,11,13,15,16,14,17,19,18,19,18,20,20,21,20,19,20,21,20,17,20,20,19,19,16,15,16,15,17,15,14,12,9,9,10,2,-1,2,14,0,13,17,20,21,23,25,28,28,32,35,34,35,33,35,35,38,38,35,37,37,36,38,36,34,37,32,33,31,30,30,29,25,25,24,22,22,20,17,12,0,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,2022/07/23,22:58:24,"C227220027      ","N227216007      ",1,1,12,15,18,21,23,25,25,26,28,28,31,30,32,30,31,31,30,32,32,29,29,30,30,31,29,28,26,26,25,27,23,21,20,15,15,15,8,5,7,14,2,20,24,25,29,32,33,33,39,41,42,43,44,44,44,44,46,46,45,45,45,46,46,44,45,43,40,40,38,36,39,38,35,31,30,28,25,23,20,17,4,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,2022/07/23,22:58:24,"C227220027      ","N227216007      ",1,1,13,16,18,23,25,27,26,28,31,30,33,33,33,31,33,33,33,33,34,33,31,31,31,32,31,30,28,28,28,28,24,22,21,16,17,17,8,6,7,19,2,21,24,25,30,31,32,35,37,40,40,43,44,44,44,45,45,45,47,48,45,46,45,44,44,46,44,44,44,43,43,42,40,40,39,36,31,30,25,22,10,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,2022/07/23,22:58:25,"C227220027      ","N227216007      ",1,1,3,5,7,8,12,14,13,15,16,16,18,19,19,19,19,18,18,19,19,17,17,18,18,18,16,15,13,14,14,15,13,11,9,6,7,7,-2,-2,0,14,-2,25,27,31,31,34,35,36,38,39,43,43,42,43,44,44,43,44,44,46,45,42,45,43,43,43,41,41,38,39,39,37,35,33,32,30,28,25,25,21,15,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,2022/07/23,22:58:25,"C227220027      ","N227216007      ",1,1,9,12,15,16,20,23,22,24,26,25,26,28,28,27,29,29,28,29,30,29,26,28,29,29,27,24,24,24,23,24,21,20,18,16,15,14,6,2,5,19,3,20,23,26,30,33,35,36,37,41,43,43,44,46,46,47,46,47,47,49,48,46,49,47,48,48,46,46,42,46,44,44,40,39,37,33,33,31,26,22,9,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,2022/07/23,22:58:26,"C227220027      ","N227216007      ",1,1,12,14,17,19,22,22,23,24,27,26,27,28,29,28,28,29,28,29,29,28,26,27,26,25,26,24,20,23,22,23,20,18,16,10,12,12,4,3,4,17,1,18,23,24,27,29,31,31,36,39,41,39,41,42,42,42,42,42,44,43,44,42,44,42,43,42,41,42,41,41,40,37,35,33,33,30,27,25,24,19,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
