"VISION2_DATA"
"DATA No","DATE","TIME","OLD_BATCH_NO1","OLD_BATCH_NO2","카메라 종합 결과","평탄도 결과","VISION2_DATA_01","VISION2_DATA_02","VISION2_DATA_03","VISION2_DATA_04","VISION2_DATA_05","VISION2_DATA_06","VISION2_DATA_07","VISION2_DATA_08","VISION2_DATA_09","VISION2_DATA_10","VISION2_DATA_11","VISION2_DATA_12","VISION2_DATA_13","VISION2_DATA_14","VISION2_DATA_15","VISION2_DATA_16","VISION2_DATA_17","VISION2_DATA_18","VISION2_DATA_19","VISION2_DATA_20","VISION2_DATA_21","VISION2_DATA_22","VISION2_DATA_23","VISION2_DATA_24","VISION2_DATA_25","VISION2_DATA_26","VISION2_DATA_27","VISION2_DATA_28","VISION2_DATA_29","VISION2_DATA_30","VISION2_DATA_31","VISION2_DATA_32","VISION2_DATA_33","VISION2_DATA_34","VISION2_DATA_35","VISION2_DATA_36","VISION2_DATA_37","VISION2_DATA_38","VISION2_DATA_39","VISION2_DATA_40","VISION2_DATA_41","VISION2_DATA_42","VISION2_DATA_43","VISION2_DATA_44","VISION2_DATA_45","VISION2_DATA_46","VISION2_DATA_47","VISION2_DATA_48","VISION2_DATA_49","VISION2_DATA_50","VISION2_DATA_51","VISION2_DATA_52","VISION2_DATA_53","VISION2_DATA_54","VISION2_DATA_55","VISION2_DATA_56","VISION2_DATA_57","VISION2_DATA_58","VISION2_DATA_59","VISION2_DATA_60","VISION2_DATA_61","VISION2_DATA_62","VISION2_DATA_63","VISION2_DATA_64","VISION2_DATA_65","VISION2_DATA_66","VISION2_DATA_67","VISION2_DATA_68","VISION2_DATA_69","VISION2_DATA_70","VISION2_DATA_71","VISION2_DATA_72","VISION2_DATA_73","VISION2_DATA_74","VISION2_DATA_75","VISION2_DATA_76","VISION2_DATA_77","VISION2_DATA_78","VISION2_DATA_79","VISION2_DATA_80","VISION2_DATA_81","VISION2_DATA_82","VISION2_DATA_83","VISION2_DATA_84","VISION2_DATA_85","VISION2_DATA_86","VISION2_DATA_87","VISION2_DATA_88","VISION2_DATA_89","VISION2_DATA_90","VISION2_DATA_91","VISION2_DATA_92","VISION2_DATA_93","VISION2_DATA_94","VISION2_DATA_95","VISION2_DATA_96","VISION2_DATA_97","VISION2_DATA_98","VISION2_DATA_99","VISION2_DATA_100","VISION2_DATA_101","VISION2_DATA_102","VISION2_DATA_103","VISION2_DATA_104","VISION2_DATA_105","VISION2_DATA_106","VISION2_DATA_107","VISION2_DATA_108","VISION2_DATA_109","VISION2_DATA_110","VISION2_DATA_111","VISION2_DATA_112","VISION2_DATA_113","VISION2_DATA_114","VISION2_DATA_115","VISION2_DATA_116","VISION2_DATA_117","VISION2_DATA_118","VISION2_DATA_119","VISION2_DATA_120","VISION2_DATA_121","VISION2_DATA_122","VISION2_DATA_123","VISION2_DATA_124","VISION2_DATA_125","VISION2_DATA_126","VISION2_DATA_127","VISION2_DATA_128","VISION2_DATA_129","VISION2_DATA_130","VISION2_DATA_131","VISION2_DATA_132","VISION2_DATA_133","VISION2_DATA_134","VISION2_DATA_135","VISION2_DATA_136","VISION2_DATA_137","VISION2_DATA_138","VISION2_DATA_139","VISION2_DATA_140","VISION2_DATA_141","VISION2_DATA_142","VISION2_DATA_143","VISION2_DATA_144","VISION2_DATA_145","VISION2_DATA_146","VISION2_DATA_147","VISION2_DATA_148","VISION2_DATA_149","VISION2_DATA_150","VISION2_DATA_151","VISION2_DATA_152","VISION2_DATA_153","VISION2_DATA_154","VISION2_DATA_155","VISION2_DATA_156","VISION2_DATA_157","VISION2_DATA_158","VISION2_DATA_159","VISION2_DATA_160","VISION2_DATA_161","VISION2_DATA_162","VISION2_DATA_163","VISION2_DATA_164","VISION2_DATA_165","VISION2_DATA_166","VISION2_DATA_167","VISION2_DATA_168","VISION2_DATA_169","VISION2_DATA_170","VISION2_DATA_171","VISION2_DATA_172","VISION2_DATA_173","VISION2_DATA_174","VISION2_DATA_175","VISION2_DATA_176","VISION2_DATA_177","VISION2_DATA_178","VISION2_DATA_179","VISION2_DATA_180","VISION2_DATA_181","VISION2_DATA_182"
10,2022/07/23,09:52:07,"C227230020      ","N227226025      ",0,0,24,29,35,40,44,48,47,51,55,56,62,63,63,61,64,65,64,67,67,65,65,68,67,68,64,66,62,62,64,62,59,57,54,51,51,47,39,34,36,31,30,38,43,45,50,54,56,58,60,62,64,66,65,68,67,66,69,69,70,71,69,67,69,70,69,69,65,66,63,63,62,61,58,54,52,50,46,41,38,32,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,2022/07/23,09:52:08,"C227230020      ","N227226025      ",0,0,30,35,40,45,49,51,53,56,60,61,65,65,70,70,73,73,73,77,74,75,75,75,75,74,75,74,73,72,73,71,65,66,60,55,54,51,42,35,37,34,29,37,41,45,52,53,58,59,62,65,67,68,70,71,73,73,75,76,77,77,77,77,79,78,77,77,75,73,72,72,70,66,62,58,57,52,47,43,38,32,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,2022/07/23,09:52:08,"C227230020      ","N227226025      ",0,0,22,26,30,35,40,43,46,49,53,55,57,60,62,63,64,65,65,67,69,66,67,68,69,70,66,67,66,64,63,62,60,58,55,52,51,50,37,33,33,29,28,38,42,45,51,55,57,59,63,67,70,71,73,75,74,75,78,78,78,82,79,79,80,79,79,79,77,76,74,74,71,70,64,60,58,53,51,46,42,36,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,2022/07/23,09:52:08,"C227230020      ","N227226025      ",0,0,24,29,35,40,45,48,49,53,59,59,63,62,65,65,70,69,70,70,72,69,69,70,70,70,70,66,67,67,66,63,61,58,54,49,50,47,39,31,32,24,25,51,54,57,62,66,68,70,72,75,77,79,79,79,82,83,83,84,84,86,84,84,84,82,82,83,80,80,77,76,76,73,68,63,62,57,55,50,44,37,24,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,2022/07/23,09:52:09,"C227230020      ","N227226025      ",0,0,21,26,31,37,42,45,47,51,54,56,60,61,63,61,64,66,66,68,71,69,69,69,71,71,69,67,64,63,64,62,61,58,55,51,51,49,38,33,32,24,28,45,49,50,55,59,61,64,65,68,69,71,74,76,75,76,78,79,80,79,80,77,80,78,78,79,76,75,72,69,70,69,64,60,57,54,51,46,41,36,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,2022/07/23,09:52:09,"C227230020      ","N227226025      ",0,0,29,32,38,43,49,52,52,56,58,59,64,65,66,68,71,71,71,73,72,71,72,74,72,72,71,71,69,69,68,68,64,62,58,52,52,50,42,36,36,29,31,41,46,45,53,56,59,62,64,69,68,71,72,75,76,76,77,78,78,80,81,79,79,78,75,78,74,75,73,73,69,66,64,61,57,52,49,46,41,36,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,2022/07/23,09:52:09,"C227230020      ","N227226025      ",0,0,30,34,39,45,49,54,55,60,62,64,68,71,71,72,75,76,77,76,79,77,76,78,79,79,77,75,72,72,72,74,69,66,65,60,61,59,48,45,45,37,38,34,39,42,48,51,55,55,60,61,66,66,66,71,70,71,73,73,73,76,76,74,75,75,72,73,72,72,70,69,66,66,62,56,56,52,48,43,39,33,15,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,2022/07/23,09:52:10,"C227230020      ","N227226025      ",0,0,31,35,41,46,51,54,56,60,63,65,69,72,75,74,77,79,77,78,80,79,78,80,80,81,81,78,74,74,75,75,71,67,65,60,59,56,46,40,42,31,30,45,50,54,58,61,64,66,67,71,71,74,75,78,77,77,79,81,81,83,82,81,80,78,79,78,77,75,74,72,71,71,66,61,59,55,51,45,41,36,21,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,2022/07/23,09:52:10,"C227230020      ","N227226025      ",0,0,27,31,36,40,45,49,49,53,53,56,61,60,63,63,63,65,64,66,69,67,67,68,67,67,64,64,61,61,61,60,57,55,54,50,48,47,35,29,33,33,24,36,40,42,46,48,52,53,57,60,61,63,63,66,65,66,68,67,69,71,70,69,69,69,68,68,66,66,63,64,62,61,59,55,53,49,46,41,37,31,15,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,2022/07/23,09:52:10,"C227230020      ","N227226025      ",0,0,23,26,30,37,39,43,42,47,51,50,54,57,58,58,62,62,63,65,64,62,63,63,65,63,61,62,60,59,59,59,56,55,50,45,45,42,34,32,30,26,23,35,43,43,47,52,53,55,59,61,62,62,65,65,66,64,65,66,67,68,69,70,72,70,72,72,68,68,67,66,65,66,60,57,55,47,44,42,38,32,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,2022/07/23,09:52:11,"C227230020      ","N227226025      ",0,0,25,29,33,37,42,46,46,50,54,55,59,60,60,63,64,64,66,66,67,66,66,67,66,68,63,65,62,62,62,62,60,57,53,49,49,46,38,34,34,36,26,34,40,42,48,50,53,54,58,61,63,66,66,68,67,71,72,72,74,75,74,74,75,73,73,73,71,73,68,68,68,66,63,58,56,52,47,44,39,34,19,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,2022/07/23,09:52:11,"C227230020      ","N227226025      ",0,0,31,36,42,46,49,55,56,60,63,62,65,69,72,71,73,71,74,74,75,73,73,75,76,73,70,71,71,69,71,67,62,59,60,53,53,51,41,36,36,31,20,40,45,48,54,59,60,62,65,69,69,70,70,74,72,74,75,76,76,78,76,75,75,74,74,73,69,71,67,66,66,63,60,56,54,51,45,41,36,29,20,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,2022/07/23,09:52:11,"C227230020      ","N227226025      ",0,0,29,33,38,44,51,54,56,60,65,66,67,71,70,73,73,76,76,78,78,79,77,79,79,78,75,76,73,72,72,72,67,66,62,58,56,54,45,40,40,34,30,41,46,49,52,56,59,62,63,67,70,72,72,75,76,77,77,77,77,79,79,77,81,80,79,77,75,76,72,71,70,69,66,62,59,55,50,43,40,32,19,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,2022/07/23,09:52:12,"C227230020      ","N227226025      ",0,0,28,32,37,42,48,51,50,54,58,60,64,64,66,67,70,69,71,74,70,70,72,71,72,74,72,71,70,69,69,65,60,59,56,50,50,48,37,34,33,28,27,42,46,48,53,57,59,62,64,68,70,70,72,74,74,74,77,79,80,81,80,80,79,78,78,78,73,73,71,73,70,68,65,62,59,54,51,47,43,37,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
